[00:59:40] [Átad][USA]Nagato_Brasco átadott neki: [Civil]Angelina_Freeman, egy Parachute-t
[03:23:45] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db MP5-t | Raktár Volt: 65 Lett: 66
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 47 Lett: 48
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 47 Lett: 48
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 93 Lett: 94
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 48 Lett: 49
[03:35:16] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -351 Lett: 49
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 94 Lett: 95
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 69 Lett: 70
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 49 Lett: 50
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 49 Lett: 50
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 49 Lett: 50
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 95 Lett: 96
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 50 Lett: 51
[03:35:16] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -349 Lett: 51
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 96 Lett: 97
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 70 Lett: 71
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 51 Lett: 52
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 51 Lett: 52
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 51 Lett: 52
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 97 Lett: 98
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 52 Lett: 53
[03:35:16] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -347 Lett: 53
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 98 Lett: 99
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 71 Lett: 72
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 53 Lett: 54
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 53 Lett: 54
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 53 Lett: 54
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 99 Lett: 100
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 54 Lett: 55
[03:35:16] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -345 Lett: 55
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 100 Lett: 101
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 72 Lett: 73
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 55 Lett: 56
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 55 Lett: 56
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 55 Lett: 56
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 101 Lett: 102
[03:35:16] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 56 Lett: 57
[03:35:16] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -343 Lett: 57
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 102 Lett: 103
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 73 Lett: 74
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 57 Lett: 58
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 57 Lett: 58
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 57 Lett: 58
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 103 Lett: 104
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 58 Lett: 59
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -341 Lett: 59
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 104 Lett: 105
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 74 Lett: 75
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 59 Lett: 60
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 59 Lett: 60
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 59 Lett: 60
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 105 Lett: 106
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 60 Lett: 61
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -339 Lett: 61
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 106 Lett: 107
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 75 Lett: 76
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 61 Lett: 62
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 61 Lett: 62
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 61 Lett: 62
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 107 Lett: 108
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 62 Lett: 63
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -337 Lett: 63
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 108 Lett: 109
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 76 Lett: 77
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 63 Lett: 64
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 63 Lett: 64
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 63 Lett: 64
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 109 Lett: 110
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 64 Lett: 65
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -335 Lett: 65
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 110 Lett: 111
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 77 Lett: 78
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 65 Lett: 66
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 65 Lett: 66
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 65 Lett: 66
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 111 Lett: 112
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 66 Lett: 67
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -333 Lett: 67
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 112 Lett: 113
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 78 Lett: 79
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 67 Lett: 68
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 67 Lett: 68
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 67 Lett: 68
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 113 Lett: 114
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 68 Lett: 69
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -331 Lett: 69
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 114 Lett: 115
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 79 Lett: 80
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 69 Lett: 70
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 69 Lett: 70
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 69 Lett: 70
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 115 Lett: 116
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 70 Lett: 71
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -329 Lett: 71
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 116 Lett: 117
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 80 Lett: 81
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 71 Lett: 72
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 71 Lett: 72
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 71 Lett: 72
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 117 Lett: 118
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 72 Lett: 73
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -327 Lett: 73
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 118 Lett: 119
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 81 Lett: 82
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 73 Lett: 74
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 73 Lett: 74
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 73 Lett: 74
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 119 Lett: 120
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 74 Lett: 75
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -325 Lett: 75
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 120 Lett: 121
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 82 Lett: 83
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 75 Lett: 76
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 75 Lett: 76
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 75 Lett: 76
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -324 Lett: 76
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 121 Lett: 122
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 83 Lett: 84
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 76 Lett: 77
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 76 Lett: 77
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 76 Lett: 77
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 122 Lett: 123
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 77 Lett: 78
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -322 Lett: 78
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: -1 Lett: 0
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: -1 Lett: 0
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 123 Lett: 124
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 84 Lett: 85
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 78 Lett: 79
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -321 Lett: 79
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 124 Lett: 125
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 85 Lett: 86
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 79 Lett: 80
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 79 Lett: 80
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 79 Lett: 80
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 125 Lett: 126
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 80 Lett: 81
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -319 Lett: 81
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 126 Lett: 127
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 86 Lett: 87
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 81 Lett: 82
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 81 Lett: 82
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 81 Lett: 82
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 127 Lett: 128
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 82 Lett: 83
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -317 Lett: 83
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 128 Lett: 129
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 87 Lett: 88
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 83 Lett: 84
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 83 Lett: 84
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 83 Lett: 84
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 129 Lett: 130
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 84 Lett: 85
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -315 Lett: 85
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 130 Lett: 131
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 88 Lett: 89
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 85 Lett: 86
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 85 Lett: 86
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 85 Lett: 86
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 131 Lett: 132
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 86 Lett: 87
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -313 Lett: 87
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 132 Lett: 133
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 89 Lett: 90
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 87 Lett: 88
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 87 Lett: 88
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 87 Lett: 88
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 133 Lett: 134
[03:35:17] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 88 Lett: 89
[03:35:17] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -311 Lett: 89
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 134 Lett: 135
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 90 Lett: 91
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 89 Lett: 90
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 89 Lett: 90
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 89 Lett: 90
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 135 Lett: 136
[03:35:23] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 90 Lett: 91
[03:35:23] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -309 Lett: 91
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 136 Lett: 137
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 91 Lett: 92
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 91 Lett: 92
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 91 Lett: 92
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 91 Lett: 92
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 137 Lett: 138
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 92 Lett: 93
[03:35:25] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -307 Lett: 93
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 138 Lett: 139
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 92 Lett: 93
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 93 Lett: 94
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 93 Lett: 94
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 93 Lett: 94
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 139 Lett: 140
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 94 Lett: 95
[03:35:25] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -305 Lett: 95
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 140 Lett: 141
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 93 Lett: 94
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 95 Lett: 96
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 95 Lett: 96
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 95 Lett: 96
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 141 Lett: 142
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 96 Lett: 97
[03:35:25] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -303 Lett: 97
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 142 Lett: 143
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 94 Lett: 95
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 97 Lett: 98
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 97 Lett: 98
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 97 Lett: 98
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 143 Lett: 144
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 98 Lett: 99
[03:35:25] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -301 Lett: 99
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 144 Lett: 145
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 95 Lett: 96
[03:35:25] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 99 Lett: 100
